Name	mz	rtime	Cel_pure_1-B,1_01_21144	Cel_pure_1-B,1_01_21149	Cel_pure_1-B,1_01_21154	Cel_pure_1-B,1_01_21159	Cel_pure_1-B,1_01_21164
Cluster_00003	71.01396502	1.527515418	946.2992554	806.0879517	796.5209961	771.9625854	713.6080322
Cluster_00004	72.33667328	1.529377484	1402.121338	1427.5448	1334.492432	1400.098511	1503.299194
Cluster_00006	86.37419754	1.94607265	7245.52832	8062.005859	8196.894531	8502.90918	9668.902344
Cluster_00018	66.03700529	1.454696936	1306.345459	1389.757324	1338.029419	1341.178345	1584.486938
Cluster_00025	71.03044449	1.25923918	256197.75	238996.3125	212299.125	242366.2188	239547.4531
Cluster_00030	80.03526464	1.259666037	242820.3125	209218.3125	174476.2188	223134	215851.8281
Cluster_00037	82.04767372	2.716030638	3765.143066	3518.450684	2821.518555	2972.935547	3024.989502
Cluster_00038	82.53783658	1.260366288	148012.3281	127398.4453	111077.7969	143621.0469	134831.8281
Cluster_00040	85.08506202	1.262289392	4087.947998	2215	1977.171265	4437.086426	4953.839355
Cluster_00042	86.56231327	1.945657642	7409.085938	8361.931641	8278.871094	8824.040039	8930.538086
Cluster_00043	88.02385211	1.271276424	3167.749512	1799.024414	1815.806274	2654.760254	2383.753174
Cluster_00057	91.54275585	1.261194218	73628.15625	60722.75781	48260.02344	72430.67188	63830.36719
Cluster_00061	96.00954821	4.572495209	1198.349854	1100.043457	1225.02417	1430.780273	1696.191284
Cluster_00084	99.53135017	1.266888849	9050.487305	7857.22998	7006.04541	10668.6748	8588.185547
Cluster_00088	100.5915042	1.489493058	4962.336914	4851.458496	4117.047363	4129.420898	5424.490234
Cluster_00093	108.1008418	1.653722703	4654.569336	5087.974121	5563.575684	5548.118164	6100.430176
Cluster_00098	114.0911273	1.472657733	10749.90625	9877.151367	10145.4209	9721.397461	10925.11133
Cluster_00101	120.0291716	9.515568431	1622.28833	1727.408691	1459.112549	1583.647217	1462.538818
Cluster_00102	120.538508	2.817145893	883.0507813	1009.081665	866.5103149	954.9789429	961.96698
Cluster_00106	124.0007414	1.599617337	891.9633179	567.526062	826.1470337	844.913147	958.99646
Cluster_00107	124.098764	1.603929907	803.2040405	861.1591187	854.7805786	873.5178833	747.2049561
Cluster_00111	126.102268	1.326214954	1804.828613	2000.603271	1496.136963	1617.727173	1837.771851
Cluster_00115	130.6017761	1.657179685	2404.765625	2433.634033	3102.863281	3083.640381	3079.919678
Cluster_00116	132.0705521	1.958963216	5638.96582	5835.755859	6043.352539	6299.80127	6659.996094
Cluster_00117	132.5723672	1.955332346	1758.164673	2157.529297	2176.864258	2448.67627	2696.384521
Cluster_00118	133.0145077	1.952589492	512.6350098	566.8147583	691.9985962	651.8379517	896.2124634
Cluster_00122	135.0671106	1.606802805	1059.571655	1168.819336	1076.443115	1089.207275	1256.188354
Cluster_00124	137.0634398	1.616606381	2889.162109	2937.011475	2877.828125	2382.864502	2655.981445
Cluster_00132	146.0392525	1.267630524	985.1051025	1179.665405	1064.081299	995.4042969	1278.85437
Cluster_00135	146.081432	1.587824939	1225.234985	1140.464355	934.6033325	1067.652954	981.9923706
Cluster_00137	149.0804904	1.455620131	822.7542725	894.8397217	947.9891968	911.2887573	854.8911743
Cluster_00138	150.0296623	1.6074973	1563.253784	1529.296875	1532.993164	1109.862549	1758.917725
Cluster_00139	150.0387224	1.599937169	2383.19458	2421.666992	2713.140869	2174.915527	2639.29834
Cluster_00145	158.0354761	3.487800473	1003.682495	944.7503052	1093.190308	1210.983643	1487.558716
Cluster_00146	158.5866232	3.151560852	2610.368652	2520.97583	2241.478516	2286.88208	2664.847412
Cluster_00148	160.0701043	1.594768163	1030.261719	1072.998413	1027.707397	952.3667603	1103.710205
Cluster_00149	163.5953816	1.52500713	697.6105347	635.2358398	680.4115601	630.727356	640.3433838
Cluster_00153	166.1208376	2.196685055	3102.253906	3596.486572	3287.351807	2901.400146	3391.043457
Cluster_00160	170.0659234	1.523787824	4926.480957	4538.441895	4314.535156	4207.384277	4637.027344
Cluster_00163	172.1211696	1.5936455	7275.220703	7035.163086	6565.3125	7371.245605	6854.485352
Cluster_00166	176.1047656	2.224916749	945.3309326	832.6655273	690.4519043	783.4978638	773.4553223
Cluster_00169	179.1281809	1.55534537	1694.046265	1660.903442	1682.110962	1549.396484	1784.140381
Cluster_00170	179.1282047	2.30179985	2467.669434	2865.719727	3017.45166	2260.992188	2905.337646
Cluster_00171	180.1233813	2.381058113	2252.195068	2418.126465	1932.951416	2384.888672	2321.736084
Cluster_00172	180.1359763	1.594490023	4830.186523	4713.133789	5256.680664	4402.750977	5071.760742
Cluster_00173	180.1360099	5.879038153	1791.008545	1863.466309	1712.418579	1681.192261	2280.974854
Cluster_00174	180.1361225	6.668647711	5789.951172	5700.92334	5137.782227	5239.756836	5881.53418
Cluster_00175	181.1023999	3.420401412	875.6868896	915.4892578	944.5999146	931.3741455	1032.143066
Cluster_00177	181.1307311	1.619658135	705.1796875	825.9290771	812.7770996	794.0823975	892.7640381
Cluster_00185	184.6178619	1.608886105	1134.848145	1295.799438	1039.598633	1148.376343	1277.401978
Cluster_00187	186.1232369	1.618630157	2900.229004	2959.247314	2904.790527	3017.827148	3217.717773
Cluster_00189	187.119744	1.552106603	1395.683105	1494.015869	1517.563721	1407.181885	1601.887085
Cluster_00190	187.1312482	2.971715885	1690.713135	1477.406738	1247.462402	1386.525269	1594.224365
Cluster_00191	187.1438894	2.333488596	2419.314697	2225.797607	2470.190186	2510.314697	2666.740234
Cluster_00193	188.1198472	1.53448105	1310.306763	1333.811768	1329.93103	1341.226563	1268.940308
Cluster_00198	193.063517	1.4838	1205.128418	873.3198853	981.9203491	1005.501709	825.1120605
Cluster_00199	193.1311926	1.611950313	886.5045166	1035.045166	1016.427246	1045.879395	1011.610901
Cluster_00200	193.1313584	2.477265126	2608.367432	2875.794678	2526.48291	2610.942139	3016.912842
Cluster_00203	194.139133	6.994190693	5363.784668	4805.779297	4492.900391	4500.01123	4694.856445
Cluster_00205	195.1272451	1.613584107	1355.962402	1411.319336	1326.622192	1533.28894	1031.052856
Cluster_00207	196.1202275	4.329386443	1210.662109	1088.448242	1203.317505	1061.147461	1275.875854
Cluster_00208	197.1156142	3.107370301	1137.205811	1365.96936	1264.398315	1273.597534	1459.3302
Cluster_00213	201.0886664	8.153815988	5029.835938	5318.690918	4610.580566	5083.046875	5122.270508
Cluster_00214	201.1229177	1.616638171	2164.65625	2133.77002	1858.396362	2141.371338	2066.823242
Cluster_00217	204.135936	9.188282138	3710.701172	3488.995361	3034.5896	3058.112061	3041.346436
Cluster_00218	204.1358802	9.379280958	1214.215088	1196.094238	892.8924561	1010.670349	847.8004761
Cluster_00219	204.1357222	3.786107664	1076.782227	1178.027222	1030.761719	931.0348511	886.0826416
Cluster_00220	205.0640512	5.036066667	523.7228394	620.0195313	555.4584961	608.3540039	600.0583496
Cluster_00226	207.6389322	2.5768164	1256.622314	1246.172119	1138.591797	1172.919189	1338.083984
Cluster_00229	209.1061179	2.723914226	1695.148804	1710.101563	1726.709595	1902.053589	1916.664307
Cluster_00230	209.1259333	1.58469052	937.6218262	1010.545654	957.1948853	933.9935913	1116.794189
Cluster_00231	209.6053751	34.23911506	559.5316772	715.3823853	859.3727417	1180.894043	1259.450684
Cluster_00238	215.654513	4.366410348	839.3515015	798.6856079	531.5445557	659.5877075	743.7145996
Cluster_00239	215.6545733	7.751845448	1151.393677	1201.846924	997.6234741	1088.137085	837.430542
Cluster_00244	218.1391216	9.305014291	3976.468994	3759.507568	3342.765625	3454.011719	3574.010498
Cluster_00246	219.1206866	1.591916667	563.2785034	578.1054688	586.1889648	626.6260376	651.9317017
Cluster_00251	223.652155	3.613533697	3418.240723	3146.233643	3337.743164	3306.590576	3663.966797
Cluster_00258	230.124995	1.520816667	701.2584229	691.3302612	659.0714722	816.1395264	675.8744507
Cluster_00260	233.1565051	1.667599959	1409.245605	1389.477295	1436.770386	1481.415771	1978.530273
Cluster_00264	236.1488427	3.297791443	724.9177856	715.4606934	729.0463257	666.9512939	877.15271
Cluster_00266	237.1443938	1.583479034	713.2327271	895.9558105	887.854187	759.0477295	973.2130127
Cluster_00269	238.6446722	1.572425902	1592.550537	1570.349976	1603.317017	1750.929688	1830.13501
Cluster_00273	240.6441572	3.383695274	639.5887451	678.2870483	699.8733521	674.3740234	735.4065552
Cluster_00277	243.0693333	3.154297933	2562.937256	2526.062012	2479.385498	2601.981201	2942.029297
Cluster_00280	243.1827612	6.930127196	734.7786865	630.0066528	778.2091675	827.2154541	708.5944824
Cluster_00281	244.146308	1.626016667	1005.295776	1328.601196	1114.505737	1000.819885	1198.67688
Cluster_00288	248.1316281	1.576532278	798.0913696	794.4904175	594.401001	564.7973633	641.6437988
Cluster_00290	249.0624448	4.31702244	3399.458008	3218.137695	3055.428223	3319.397217	3737.537598
Cluster_00291	249.0694548	3.067395436	3201.905273	3176.824951	3021.770264	3349.728516	3586.072021
Cluster_00307	258.15807	1.586249792	552.6170654	600.2615356	687.4497681	635.2595825	668.3840332
Cluster_00308	258.186706	2.19703594	2112.21875	2236.859619	1841.742432	2053.828369	1934.703003
Cluster_00318	261.1291597	28.54751474	619.8015137	676.8823242	509.4282532	883.328125	687.8646851
Cluster_00329	265.6681792	7.794310812	1374.80127	1364.061646	1238.782471	1330.841797	1303.758179
Cluster_00349	274.6251308	25.03933552	1625.352417	1726.078613	1777.622314	2357.711182	2397.420654
Cluster_00350	275.5667437	1.550532903	1796.253662	1833.297363	1644.614868	1702.9021	1986.859253
Cluster_00358	278.6382772	31.60140613	630.3939209	563.8060303	653.1633301	826.486084	800.241333
Cluster_00361	279.1974932	4.514547876	851.4291382	1179.33252	774.520813	907.0349731	1003.481201
Cluster_00362	279.1974104	5.86914958	704.4294434	539.2902222	673.1763306	613.1958008	714.1073608
Cluster_00367	282.1343941	26.82025088	1033.022095	1167.250732	1092.306396	1450.739258	1467.525513
Cluster_00381	288.1345325	25.61483837	813.072876	838.7860107	695.328064	1109.064453	1008.556458
Cluster_00382	288.1344663	26.14503736	964.0211792	959.3067017	1009.193481	1219.720581	982.4954834
Cluster_00383	288.1648083	1.590755004	881.2576904	957.1955566	882.6291504	833.217041	852.2910156
Cluster_00385	289.1385626	25.41010561	797.0843506	822.43573	853.3279419	1031.554688	1065.763184
Cluster_00386	289.1384328	30.47543173	1062.768677	1430.735107	1327.483887	1466.229126	1594.069824
Cluster_00387	289.1423212	28.2070075	1802.969482	1880.123901	1996.644653	2788.947754	2254.171387
Cluster_00391	291.09808	12.27296317	4032.634521	3960.612793	3346.602539	3500.066895	3589.138672
Cluster_00392	292.0989566	4.029168739	699.5355835	691.0917358	693.2967529	737.1221924	803.8949585
Cluster_00396	293.6436219	27.42968333	836.7727661	606.0345459	549.0788574	909.9510498	858.9482422
Cluster_00403	299.0798802	17.04367315	8287.998047	8669.926758	8360.450195	8817.680664	9192.176758
Cluster_00404	299.1276319	24.16235553	1146.896362	1170.606201	1241.697021	1349.428223	1493.683716
Cluster_00405	299.126771	24.5918597	1615.602051	1704.693604	1646.0979	2501.973877	2424.819336
Cluster_00407	299.5828067	20.6211421	2909.810547	3163.379395	2528.107666	3213.362305	3495.053223
Cluster_00409	300.1608384	1.520816667	898.911377	893.3266602	918.1668701	674.2839966	868.0087891
Cluster_00423	307.0834828	1.549744908	176239.9219	173075.125	155167.1406	171915.9844	186287.8594
Cluster_00424	307.1097705	1.547289652	2434.748779	2425.953613	2380.952637	2464.889404	2570.874023
Cluster_00425	307.1913598	1.568762371	1433.484253	1457.328491	1226.68457	1235.060059	1596.112305
Cluster_00446	317.5932607	11.63784106	2897.433838	2628.764648	2698.210449	2303.183594	2328.775391
Cluster_00451	320.1035678	16.13390696	7470.25293	7101.57373	5812.199219	6868.595703	6641.655273
Cluster_00463	327.6201514	21.85303557	949.2998657	999.9564819	905.2249146	1109.313965	1378.478149
Cluster_00464	328.0978114	1.576097675	930.5202026	947.2263184	847.2330322	661.6369629	881.0002441
Cluster_00490	364.1264842	2.529771338	935.4540405	914.3027954	747.1519165	1099.124023	882.656311
Cluster_00492	364.7239099	3.340907387	521.8568726	554.0349121	613.2402954	560.1707153	577.2462769
Cluster_00508	387.0434813	9.151459255	614.3312988	680.1480103	584.2560425	724.1312866	784.7352295
Cluster_00612	432.7281868	8.115481882	737.6707764	698.2377319	592.3187256	788.4719849	730.4857178
Cluster_00651	454.8266637	26.96164891	876.1307373	825.0813599	708.9689331	770.8865356	758.7045288
Cluster_00689	480.4727122	27.66968611	667.489563	771.2503662	577.5599976	626.5726929	629.7450562
Cluster_00701	507.267551	27.66915911	1523.072144	1525.00354	1590.040405	1815.964478	1944.920776
Cluster_00723	547.297041	26.12347999	4606.909668	4605.819824	3908.245361	3986.479248	3917.576416
Cluster_00724	547.291371	25.58921667	1683.062134	1547.692749	1284.966431	1189.960815	1392.933838
Cluster_00770	695.493098	41.15754974	5797.71582	6107.584473	5768.137695	6520.740723	6734.39209
Cluster_00771	703.50767	40.39973176	929.5094604	983.303772	910.3123779	974.7810059	865.5500488
Cluster_00772	703.509023	38.26505231	756.0407104	1040.49646	1031.30603	829.7821655	770.5325928
Cluster_00801	809.4895187	28.20718292	1867.366943	1915.800171	2198.974854	2113.153564	2142.780518
Cluster_00821	59.05101277	17.37003887	1623.086792	1624.928345	1255.677734	1468.411255	1912.116821
Cluster_00834	61.04168429	1.448711474	786.9417725	710.4962158	1225.250122	1997.730347	2818.907959
Cluster_00836	62.06189083	25.90721115	7752.25293	7519.053223	7465.986816	7624.409668	9037.705078
Cluster_00837	62.06189652	27.8893691	9435.638672	9647.395508	9858.047852	9558.655273	10035.17578
Cluster_00838	62.06182697	1.456510386	1203.427368	1114.12439	1375.69873	1498.035767	1252.703857
Cluster_00844	70.06649167	1.451193414	127561.0859	133067.4531	130959.2578	135360.3594	139260.9219
Cluster_00845	70.0664641	2.309044364	1609.281494	2155.654053	1773.460327	2722.26123	2324.475098
Cluster_00848	72.0719313	1.529318945	10627.68066	10776.49902	10672.42285	10506.125	10683.60742
Cluster_00849	72.08203906	2.377641435	13696.96289	14175.22949	13732.80859	13850.95605	15009.05371
Cluster_00850	72.08200821	3.156862628	8617.552734	9186.702148	8457.338867	9647.799805	10215.29004
Cluster_00851	72.08190239	4.683777013	8911.577148	8793.644531	8954.049805	8703.392578	9175.358398
Cluster_00854	72.08198425	8.452899462	7536.442383	8123.361328	5954.90918	6742.324219	6096.469727
Cluster_00856	72.08203928	7.875063154	3227.631836	2924.182129	2412.770264	2682.074951	2593.215576
Cluster_00867	73.065904	18.75950174	3101.584961	3103.51123	3072.622559	3241.202637	3070.860107
Cluster_00869	73.078845	1.529921637	13351.95508	13589.07227	13458.85645	13863.27832	13897.50391
Cluster_00870	74.06115193	2.034236017	8058.333008	9412.858398	8716.291992	10471.14551	11064.60645
Cluster_00873	75.0271227	2.303503399	7742.277344	8294.847656	7614.232422	8416.34375	9154.758789
Cluster_00874	75.09276192	1.268236496	32700.45313	33003.53125	34179.60156	33461.53906	35709.99219
Cluster_00883	77.03951343	2.816144759	6404.833984	5975.056641	5547.236816	5305.797852	5228.116211
Cluster_00884	77.03952331	1.667062083	815.269043	854.4498291	946.4367065	905.1397705	879.442749
Cluster_00885	79.05509297	2.817296513	12336.27734	11884.34473	12002.93848	11258.87305	11616.83496
Cluster_00886	79.05508811	12.52977246	5898.822754	5760.896973	5078.241699	5429.025879	5180.717285
Cluster_00906	83.06096671	43.27555278	5131.27832	7873.362793	6756.636719	5481.145996	7794.925781
Cluster_00908	83.08625894	10.97155125	34289.74609	32446.66211	30358.49609	30681.43164	30579.85156
Cluster_00909	83.0862751	35.21478379	6232.136719	7189.424316	7083.946777	6923.213867	7755.346191
Cluster_00925	84.08141087	2.198281721	6611.755859	6605.941895	6429.256348	5905.580078	5555.39502
Cluster_00929	85.02892838	6.858775035	5056.189941	5231.638672	4531.929199	5082.195801	5386.440918
Cluster_00930	85.02889534	5.419184206	2581.074951	2819.099365	2877.973877	2677.762451	2553.155518
Cluster_00933	85.06529465	7.241834124	5480.833496	5719.680176	5588.675293	5600.897461	5629.759766
Cluster_00937	85.10192883	37.45152358	4337.856445	3804.613281	3506.154785	3854.371826	4039.783936
Cluster_00938	85.10183757	29.75772631	1461.689697	1519.454834	1407.281616	1482.341675	1304.51709
Cluster_00939	85.10173335	30.91704337	3640.043701	4136.927246	3854.716797	4455.262695	4187.199219
Cluster_00940	85.10184315	35.20954069	1487.985352	1436.601685	1541.738159	1453.405029	1472.72583
Cluster_00941	85.10184251	36.39333404	2528.013184	3087.208496	2673.244629	2593.000977	2751.703369
Cluster_00945	86.06056313	2.120480036	17213.9043	18627.42773	20683.87109	21847.11719	22286.88477
Cluster_00956	86.09698786	5.840759583	5033.477539	5428.438477	6489.437012	6364.159668	5019.916992
Cluster_00958	86.09705152	8.805967393	38791.57031	38556.51172	35432.34375	35224.03516	34260.00781
Cluster_00982	86.09713128	32.87445227	2226.321777	5236.97168	6501.274902	8298.686523	7584.527832
Cluster_00985	86.09702378	37.45288333	3335.89917	4420.200684	6378.938477	7602.084961	8521.09375
Cluster_00989	87.04451784	2.536423845	14450.83105	14918.36621	14128.31152	14210.17188	14471.19531
Cluster_00990	87.04479235	18.06246229	1130012	1179683.875	1164673.5	1193518.375	1210191.75
Cluster_00991	87.04444719	4.047264575	4188.568359	4542.810059	4321.09082	4516.936035	4075.40918
Cluster_00992	87.08087332	23.65083567	730.8409424	695.5175781	690.6172485	528.4537354	750.8824463
Cluster_00993	87.09221616	44.09868026	13566.30566	14377.80566	12898.42285	12704.98438	11904.43555
Cluster_00997	87.09221763	40.55838372	2432.941162	1537.550537	1433.378662	1650.076904	1369.497925
Cluster_00999	88.07644795	39.95560801	5096.108398	4564.854004	3766.747803	4059.46582	4513.145508
Cluster_01012	89.060223	12.64509609	74237.88281	78264.21094	83744.50781	85119.38281	83435.08594
Cluster_01013	89.06007538	2.211812358	3502.456543	3846.599365	3967.866211	4198.379883	4653.816895
Cluster_01014	89.0600374	7.11602012	2677.698242	2658.529541	2127.628418	2199.266602	2614.496582
Cluster_01015	89.06011791	18.06320054	10860.07324	12824.1875	11752.62109	12195.19238	12893.13184
Cluster_01017	89.10778063	1.283555791	26214.74219	26263.97852	26858.93359	26250.18164	26705.76758
Cluster_01018	90.0553375	3.487219031	25248.38281	26045.20508	26675.04492	27174.08789	27790.95508
Cluster_01020	90.0554312	1.437216908	264534.625	268949.25	264648.5	264519.375	268286.0313
Cluster_01026	91.03943983	1.658106	5598.250488	7537.554688	6778.095703	7103	7924.369141
Cluster_01027	91.05459276	12.81368257	26779.7793	26851.96875	23064.26953	22923.89844	24990.66602
Cluster_01028	91.05451507	2.813052139	3557.427246	3362.703369	3234.52417	3401.736572	2968.642822
Cluster_01029	91.05461307	32.86894619	3349.203613	3598.799072	3343.040771	3439.230469	3397.510742
Cluster_01030	91.05433745	1.6661438	9068.646484	9420.324219	9329.124023	9469.866211	11239.00488
Cluster_01031	92.04968965	6.914979075	11457.37207	11323.58594	11006.82031	10791.38086	10835.28027
Cluster_01032	92.04978211	9.51641195	41703.97266	39375.75	36074.20313	36425.92188	36031.72266
Cluster_01034	93.03683099	2.304431275	3021.006104	3064.430176	2588.36792	2988.740723	2929.724365
Cluster_01035	93.05494994	1.460824785	51482.32422	49004.48047	50428.59375	51231.38281	56035.57813
Cluster_01037	93.07010525	2.816953791	12313.73145	11936.95703	11527.35352	11118.57617	11367.85938
Cluster_01038	93.07013044	32.86540249	4384.615234	5219.35791	4577.402344	4295.970215	4579.572754
Cluster_01040	94.06534131	2.719383336	34621.85156	36254.22266	34581.875	34734.04688	36793.79297
Cluster_01044	95.0128791	4.494554479	5753.140137	5262.047852	4745.524902	5031.101074	5361.76416
Cluster_01045	95.04938709	1.66605029	13339.95313	14602.71094	14445.67773	14617.97266	17348.18164
Cluster_01046	95.04930273	2.817432325	5976.350586	4544.369141	4029.164063	4276.682129	4504.353027
Cluster_01050	95.08575199	14.44844378	3582.417969	3969.532959	3860.766113	3623.822021	3723.896729
Cluster_01051	95.08568066	18.76726764	4920.737305	4846.811035	4687.192383	4834.521484	4694.038086
Cluster_01052	95.08577467	32.85722194	10425.85156	11243.17773	10111.7627	10560.48633	10999.01563
Cluster_01054	95.08582063	33.68736	7158.163574	7719.419922	6193.64209	7010.113281	7176.752441
Cluster_01055	95.08575135	34.27331048	4752.556641	5512.092285	4516.396484	4760.820313	4744.224609
Cluster_01057	95.08582205	35.21598214	3228.225586	2948.408936	2963.936279	2968.379639	2955.259766
Cluster_01060	95.08576857	36.15667669	2885.432617	2379.44165	2735.385742	2088.268799	2436.927002
Cluster_01061	96.98839591	1.268000948	1699.468872	1853.032959	1894.124756	1419.622192	1646.894043
Cluster_01063	97.02856954	1.463613058	16914.30469	16697.06836	19276.5625	16561.75586	18096.53125
Cluster_01064	97.02840745	5.422003363	1638.965088	2098.731445	1589.080566	1883.373657	1802.230347
Cluster_01065	97.06486933	7.100729763	7508.149902	6932.141113	7706.474609	7487.859863	7642.84082
Cluster_01066	97.06495052	14.43573306	17942.11523	19280.4375	19346.40039	18541.15234	18719.77344
Cluster_01067	97.06485494	18.36328983	2448.74707	2306.896729	3034.971191	2789.110107	2505.447754
Cluster_01068	97.06487604	20.36829087	1923.931763	2406.545654	2068.411133	1799.494507	1953.268799
Cluster_01069	97.06488612	2.223839305	828.9219971	894.1490479	1009.386841	1013.85321	764.4772339
Cluster_01076	98.06018043	1.455233655	17376.17578	16528.69141	16851.09766	16780.95898	17474.53125
Cluster_01081	99.0441816	12.68382135	11637.91113	12226.96289	13031.10547	12165.62598	11667.6123
Cluster_01082	99.04407819	20.37433575	6991.819824	7465.233887	7814.507813	7519.443359	8153.513672
Cluster_01083	99.04424587	0.134920905	3879.52832	3713.967773	3297.588135	3132.123779	3035.774414
Cluster_01084	99.04405375	6.88103724	2986.779053	3452.719727	3177.316895	3469.031982	3180.229004
Cluster_01085	99.08049779	5.894659616	17518.03711	17904.23828	19391.54688	19437.10547	20624.14063
Cluster_01086	99.08056934	13.74489091	26052.57813	27606.34766	28025.60742	29227.85742	28944.28125
Cluster_01087	99.08054824	12.61133138	10127.47656	9602.271484	9613.988281	9899.450195	9383.580078
Cluster_01088	99.08060482	13.02970023	59201.79297	62600.86328	63351.45313	60194.02344	62394.47266
Cluster_01091	99.08062407	9.113433498	543442.75	569186.9375	583568.25	557030	569488.5
Cluster_01095	99.11682866	30.91644806	1187.042358	1339.851074	1247.468628	1608.876587	1407.822388
Cluster_01096	100.0244072	1.263719391	61284.12109	59773.60938	52579.32031	59458.22266	57207.85547
Cluster_01097	100.0756951	3.11008473	6544.865234	6166.473633	5953.993652	5889.07373	6251.814453
Cluster_01104	101.0232359	1.895326832	21413.19922	21432.68359	21878.69141	21265.85938	23230.14258
Cluster_01105	101.0596812	2.386812413	9574.369141	10193.25195	9810.321289	10452.99609	11038.45996
Cluster_01106	101.0596748	7.24118902	12495.75781	12565.81152	11939.87793	12053.01855	12845.99805
Cluster_01107	101.0597431	8.321874301	47046.37891	46570.84375	44468.22266	42379.95313	42498.14063
Cluster_01108	101.0597353	10.60700571	12187.28516	11945.12695	10186.53027	10827.64941	11607.73633
Cluster_01109	101.059593	5.807372547	1020.816162	1053.87915	1290.714478	1147.957397	1165.667725
Cluster_01116	101.0711581	44.11346925	37210.69531	38858.87109	40854.85156	45845.30078	44989.91016
Cluster_01118	101.0710813	40.60808405	39976.45703	44180.04688	48117.26172	44386.25391	45990.54688
Cluster_01123	101.0709294	1.446922431	7691.399902	7849.478027	8047.40918	7439.886719	7828.423828
Cluster_01125	101.0711288	39.96795947	88812.52344	81667.82813	74119.46094	79707.51563	81418.95313
Cluster_01127	101.0962317	12.64574348	65464.44922	69774.88281	71744.625	72093.13281	70650.39844
Cluster_01128	101.0961776	18.06217874	5215.159668	5843.297852	6186.26709	6150.773438	6102.435059
Cluster_01133	102.0549654	1.598131996	1870.677002	2574.710693	2051.108398	1962.866089	2452.252197
Cluster_01136	102.0914178	42.47029659	10040.70898	9664.205078	10245.04004	10442.3418	10718.7793
Cluster_01138	102.0914515	44.10420197	68766.54688	75886.09375	77972.4375	80233.05469	80653.85938
Cluster_01144	102.0913603	34.2514031	3657.598877	4353.70459	3948.471924	4663.033203	4520.603027
Cluster_01151	102.0914658	39.94520844	49573.0625	51541.69141	46515.53125	49866.32813	48551.69531
Cluster_01152	102.0914385	40.59566231	9892.370117	11656.53125	10018.83398	10377.71777	10712.30273
Cluster_01156	102.1278266	1.557161941	1540.904785	1506.481812	1625.924561	1514.558594	1720.565552
Cluster_01158	103.0388927	1.991676143	726.7394409	865.2181396	609.2844238	673.8594971	861.2796631
Cluster_01159	103.0388738	3.206196734	7530.776367	7824.855957	7960.659668	7869.246094	7876.970215
Cluster_01160	103.0542549	2.817393254	136306.0625	128319.0703	119264.3516	118717.5234	121273.2422
Cluster_01161	103.0753413	11.08835171	7257.730469	7176.34668	6046.227051	6373.848145	6179.087891
Cluster_01162	104.0529247	1.60455341	691676	718056.5	771989.9375	739645.5	775991.625
Cluster_01164	104.0706763	1.435184667	93629.125	93930.03125	92950.07813	90452.58594	94989.67188
Cluster_01165	104.1071395	1.409295847	1230221.25	1250470	1210437.75	1203605.625	1230197.75
Cluster_01166	104.1071351	26.13287073	5937.709961	6944.35791	6757.374023	6956.264648	6489.731445
Cluster_01167	104.1068752	26.82242982	4391.555664	4860.381348	5530.468262	6042.093262	5751.581543
Cluster_01168	104.107248	27.41838905	3055.584961	3442.644287	3409.190186	3653.753662	3884.158936
Cluster_01169	104.1070219	28.18173109	6741.442871	6947.091309	7352.523438	7910.083984	7634.109863
Cluster_01170	104.1071237	31.22862925	1407.528198	2080.167236	1781.016602	1843.477905	1959.914063
Cluster_01173	105.0545731	2.001534293	3723.855713	3865.650391	3315.051758	3432.21167	3819.812744
Cluster_01174	105.0545362	4.09165298	23190.61523	25824.45117	25285.81055	25164.58008	26182.75195
Cluster_01176	105.0698042	21.30541702	24142.20703	24805.3125	23012.67578	22855.50391	21870.42383
Cluster_01177	105.069827	3.868963365	4457.871094	4567.367188	4442.936523	4727.075195	4443.33252
Cluster_01178	105.0698156	32.86583336	3243.139404	3573.134277	2910.755859	3175.528809	2900.074219
Cluster_01179	105.0697425	2.819250993	2913.580078	2735.453369	2485.770264	2478.983398	2629.028809
Cluster_01181	106.0484116	1.593325122	25709.72461	27031.47461	27713.55078	27299.22266	27485.22656
Cluster_01182	106.1172696	1.408492209	1208.320068	997.8122559	1210.377197	1087.810791	1030.7229
Cluster_01183	106.9505997	1.328163025	28249.28516	29933.63672	29993.28906	31094.17578	32639.20703
Cluster_01184	107.0490303	2.817043135	36531.38672	35958.86719	33777.53906	33317.30078	34329.81641
Cluster_01186	107.0490013	7.977334869	5536.617676	5485.31543	5034.334473	4736.109863	5202.733887
Cluster_01188	107.0702696	12.64569423	120131.4453	122138.5469	131186.2188	129560.1875	127307.2734
Cluster_01190	107.085437	17.40790516	32240.76172	32183.05078	26978.33594	29472.36523	31301.8457
Cluster_01191	107.0853565	9.848344352	1369.889282	1466.022095	1268.516724	1585.79187	1492.630737
Cluster_01192	107.0853984	32.86482809	5532.148926	5617.140137	4869.650391	5349.784668	5310.941895
Cluster_01193	107.085347	34.28529222	905.3048096	859.8574219	805.2061157	1077.016602	896.2625122
Cluster_01196	109.0645152	6.688916791	4675.729492	4732.258789	4980.933105	4707.294922	4704.09375
Cluster_01197	109.0646534	10.3378337	12739.03809	12431.02734	11876.625	12853.25293	12020.5127
Cluster_01198	109.0645708	19.08477292	5607.928223	6035.6875	6244.626953	5988.650879	6180.820801
